date,region,app,compliance_score
2025-05-12,North America,Messenger,89.20210996671335
2025-04-06,North America,WhatsApp,88.14221369186124
2025-03-24,North America,Facebook,97.2419848145192
2025-06-19,Europe,Instagram,70.47670347366157
2025-02-18,Africa,Facebook,72.04111932530331
2025-05-15,Africa,Instagram,91.66421951049962
2025-09-22,North America,WhatsApp,80.60577756937431
2025-07-18,Africa,Instagram,99.59567185967627
2025-02-04,North America,Messenger,76.49238167597686
2025-07-23,Africa,Messenger,75.50257114275261
2025-08-29,North America,Facebook,87.64665473782354
2025-02-12,Africa,Messenger,78.38275836666013
2025-09-21,South America,WhatsApp,80.21478955207064
2025-03-19,North America,Facebook,97.6307297194853
2025-02-05,North America,Facebook,70.7872800594318
2025-06-23,Asia,Facebook,85.93778259751647
2025-05-15,North America,Messenger,80.04698284058605
2025-05-20,Africa,Instagram,80.37975927859867
2025-02-24,South America,Messenger,77.43426429664949
2025-09-09,South America,Facebook,74.04550260334497
2025-06-29,Africa,Instagram,71.03444985175177
2025-01-13,Europe,Facebook,99.63086518719862
2025-07-23,North America,Facebook,89.81098075340263
2025-03-04,South America,Instagram,93.31615919981087
2025-03-15,Africa,Instagram,71.95006897899819
2025-06-04,South America,Facebook,70.44512240514331
2025-01-07,South America,Facebook,88.00866061958334
2025-06-02,Africa,Messenger,91.71494167700556
2025-02-13,Asia,Messenger,81.84598798676095
2025-02-05,South America,Messenger,81.63265326051783
2025-04-07,South America,WhatsApp,81.53438563982672
2025-06-14,Europe,Facebook,74.58267543883063
2025-08-22,Asia,Messenger,92.61740533602206
2025-04-13,Europe,Facebook,76.45578197021166
2025-01-07,Africa,WhatsApp,79.73231487928874
2025-04-04,North America,Messenger,90.13779212696751
2025-05-01,Africa,Messenger,70.0031413239443
2025-02-06,Asia,Facebook,92.98771557879938
2025-01-21,Africa,Facebook,96.97284244800274
2025-04-08,Asia,Instagram,71.54852125789803
2025-01-21,Europe,Instagram,87.74871419380854
2025-08-20,South America,Messenger,82.25376909443021
2025-03-13,Africa,Instagram,72.35390174180417
2025-02-21,Africa,Messenger,90.46692961960883
2025-08-10,South America,Facebook,88.36955868002009
2025-06-16,Africa,Instagram,89.27980981649254
2025-07-24,Africa,Messenger,94.40486095111133
2025-05-18,North America,Facebook,78.60756926829485
2025-02-05,North America,Messenger,90.31204214303145
2025-04-05,South America,WhatsApp,92.29953083749831
2025-01-16,Europe,Instagram,75.06444893799816
2025-08-25,Africa,WhatsApp,98.71200625187325
2025-06-13,Africa,Facebook,80.19943134064398
2025-03-31,Europe,Messenger,91.41124679445034
2025-04-18,Africa,Messenger,92.62060378857647
2025-03-25,Europe,Facebook,85.12092757919127
2025-09-12,South America,WhatsApp,73.8615191839255
2025-06-14,South America,Messenger,78.2698879725273
2025-07-19,Europe,WhatsApp,77.02740856986179
2025-06-06,Europe,WhatsApp,85.55926989752764
2025-01-31,Asia,WhatsApp,77.8380661299102
2025-03-07,North America,Instagram,86.40311430873393
2025-03-30,North America,WhatsApp,78.64620263161099
2025-09-16,Africa,Instagram,70.029374010307
2025-09-10,Africa,WhatsApp,80.89770201347835
2025-08-22,Europe,WhatsApp,88.20552559567457
2025-04-17,Europe,Instagram,93.21090329611938
2025-03-10,North America,Messenger,70.85093382939925
2025-07-20,Africa,Messenger,77.74939002029778
2025-02-22,North America,Facebook,99.56386360143003
2025-08-29,South America,Facebook,77.8544616559165
2025-06-24,North America,Messenger,93.31592969615303
2025-02-11,North America,Facebook,85.28120855222633
2025-09-17,Europe,Messenger,73.6652195216606
2025-07-29,Africa,Facebook,89.3020038698516
2025-02-11,South America,Messenger,98.9902255676311
2025-06-19,North America,Instagram,96.60487098246995
2025-09-16,North America,Facebook,90.7087836351612
2025-07-23,Europe,Instagram,85.36444800831119
2025-06-12,Asia,Instagram,79.57999016648644
2025-04-15,Africa,Instagram,80.70899879699319
2025-06-27,Africa,Instagram,80.38620222661264
2025-07-10,Africa,Instagram,97.66245942306176
2025-05-04,North America,WhatsApp,76.33937377085311
2025-07-17,North America,Instagram,81.34089525051894
2025-04-09,North America,Facebook,82.95889706871324
2025-01-06,Asia,Instagram,82.26702986125812
2025-09-24,North America,Facebook,70.1259474352156
2025-02-12,Africa,Instagram,78.12920730746772
2025-05-21,Africa,Facebook,84.95705657666856
2025-09-26,Europe,Instagram,92.81479945431052
2025-02-08,Asia,Messenger,87.08421956141763
2025-06-11,South America,WhatsApp,81.54586013753854
2025-07-14,North America,Facebook,89.95422630696106
2025-04-14,South America,Facebook,89.9767962362473
2025-09-02,North America,Instagram,77.43774048246418
2025-03-06,Asia,Facebook,73.11322441517954
2025-07-20,Asia,Instagram,94.09550525039322
2025-08-30,Africa,WhatsApp,85.89347138001077
2025-01-07,Asia,Messenger,75.2957428584157
2025-08-07,South America,Messenger,77.86213197336416
2025-01-03,South America,WhatsApp,92.99273477752112
2025-01-22,Asia,Instagram,89.59817153821167
2025-04-04,South America,Instagram,98.35499692108326
2025-03-12,North America,WhatsApp,83.94842244544272
2025-08-10,Europe,Facebook,71.56559889617148
2025-01-13,Africa,Facebook,91.01268602267896
2025-01-05,Europe,Facebook,77.64732264906274
2025-01-22,South America,WhatsApp,79.71563660372739
2025-02-06,Africa,Messenger,75.89944761300303
2025-01-31,Europe,Messenger,79.26806198651566
2025-03-03,Europe,Messenger,94.88441426840453
2025-08-09,South America,Instagram,87.30139915032606
2025-03-22,Africa,WhatsApp,73.27461229817118
2025-08-21,Africa,Facebook,87.59811020174695
2025-01-06,Europe,Messenger,89.00690066661392
2025-04-15,Africa,Messenger,96.54471073878608
2025-06-11,Africa,Messenger,95.7893633079287
2025-02-21,North America,Instagram,71.88625348719363
2025-06-07,South America,Instagram,96.0009428492919
2025-01-13,South America,Facebook,71.52654202028113
2025-07-05,North America,Messenger,74.62365952637927
2025-08-10,Europe,Messenger,73.34650006227776
2025-08-29,Asia,Messenger,75.45091721866801
2025-05-28,Europe,Instagram,94.09785982707069
2025-02-24,North America,Facebook,90.58358033960319
2025-02-28,Africa,WhatsApp,90.60887311984969
2025-07-17,North America,Instagram,97.6638285603691
2025-04-08,South America,Messenger,81.75553097319906
2025-06-05,Africa,Facebook,70.0986232933664
2025-09-07,Europe,Facebook,89.19305356206925
2025-06-29,Africa,WhatsApp,96.04223159276947
2025-03-15,South America,Messenger,99.28780541683135
2025-03-02,North America,Instagram,80.91678190947911
2025-02-14,Europe,Instagram,94.66456565329284
2025-05-15,Asia,Instagram,95.47683143015982
2025-07-29,Asia,Messenger,74.33313523261728
2025-03-27,North America,Messenger,88.94495665766996
2025-09-27,Europe,Messenger,75.19420297422607
2025-09-21,Europe,Instagram,83.39892454461081
2025-09-25,Africa,Messenger,96.37800757617043
2025-08-13,North America,Messenger,93.68401336472432
2025-08-04,Africa,Messenger,87.1101837109524
2025-08-19,North America,WhatsApp,94.26127493029398
2025-07-09,South America,WhatsApp,74.58482526532049
2025-05-22,North America,Messenger,75.84758102759886
2025-06-26,Africa,Messenger,76.26594374670813
2025-02-20,Europe,Instagram,93.28040666189273
2025-07-09,North America,Facebook,96.72896513619284
2025-01-05,Europe,Messenger,86.88508961321106
2025-07-30,South America,Instagram,98.73914874207026
2025-07-14,Asia,Instagram,91.84090753616383
2025-01-01,Asia,Facebook,86.91051501520687
2025-04-14,Africa,Instagram,88.34771580558187
2025-04-11,North America,Facebook,95.48602459739253
2025-05-08,South America,Messenger,72.70542122262682
2025-09-06,South America,WhatsApp,75.04052460995155
2025-09-26,Europe,Facebook,77.98884951325245
2025-02-07,Africa,Messenger,96.84327567970907
2025-09-07,South America,Messenger,98.34834913361965
2025-08-09,North America,WhatsApp,80.68511645405985
2025-03-04,South America,Instagram,97.71571678033729
2025-09-10,Asia,Facebook,86.40543402901447
2025-09-22,Africa,Facebook,84.19821232536277
2025-06-13,Europe,Instagram,94.982940337888
2025-01-23,North America,WhatsApp,86.38250310657548
2025-03-20,Asia,Facebook,83.63446896603642
2025-04-28,South America,Facebook,70.47890512811004
2025-07-04,Africa,Instagram,70.38692987211725
2025-02-28,Africa,Messenger,88.82774200373385
2025-09-09,North America,WhatsApp,72.20250792540749
2025-03-30,Europe,Messenger,92.1083592620879
2025-08-17,Asia,Messenger,88.67024389876005
2025-08-26,Europe,Instagram,83.73188598136463
2025-02-13,North America,Facebook,91.2941092933506
2025-03-21,North America,Instagram,99.79214033408346
2025-06-23,Asia,Messenger,77.39070320897561
2025-05-21,Africa,Instagram,86.71167100441781
2025-02-06,Africa,WhatsApp,95.28567718621568
2025-01-14,Asia,Messenger,70.50624713619278
2025-05-02,Europe,Messenger,76.10524986107536
2025-08-26,Asia,WhatsApp,85.62875968479669
2025-02-24,Africa,Instagram,86.56738074797501
2025-01-22,Europe,Instagram,72.58999792157073
2025-07-22,South America,Instagram,82.22288576999239
2025-01-15,Europe,Facebook,85.59354273958543
2025-01-30,Africa,Messenger,82.68927096431034
2025-01-29,North America,WhatsApp,91.0178876741138
2025-09-09,Europe,Messenger,93.14091665933103
2025-06-09,Europe,Facebook,83.80784857770331
2025-04-27,North America,Messenger,82.7697918351434
2025-06-07,Africa,WhatsApp,91.16091012358368
2025-04-18,South America,WhatsApp,86.65907076661368
2025-04-25,South America,Messenger,96.11318339841907
2025-06-25,Asia,Facebook,84.43438454244018
2025-08-19,South America,Messenger,87.22982427016488
2025-09-07,South America,Facebook,73.86415609422124
2025-02-25,Europe,Instagram,95.07991725534806
2025-07-09,Asia,WhatsApp,82.66876395051408
2025-01-21,South America,Messenger,91.57189878367964
2025-06-14,Europe,WhatsApp,82.88448247243393
2025-03-09,Asia,WhatsApp,70.03036689210776
2025-09-24,Europe,Messenger,82.01230750799206
2025-08-06,North America,Instagram,74.42506585235698
2025-04-06,Africa,WhatsApp,81.95845237905002
2025-07-07,Africa,WhatsApp,79.64031820682979
2025-07-27,Africa,Facebook,76.07642136026804
2025-03-15,South America,Facebook,73.71316291498822
2025-06-11,Africa,Instagram,91.85683666748218
2025-06-10,Africa,Messenger,92.64580906899006
2025-03-01,Asia,WhatsApp,77.94992515651472
2025-01-26,Asia,Instagram,84.85570674150456
2025-01-25,Asia,Messenger,83.92212842380694
2025-09-15,South America,Facebook,80.65742713171005
2025-01-03,Africa,WhatsApp,78.32911545390265
2025-09-14,South America,WhatsApp,75.58095228045082
2025-09-05,South America,Messenger,96.18677860205929
2025-02-13,South America,Instagram,94.99937462972034
2025-02-02,South America,WhatsApp,82.5153823071015
2025-04-22,South America,WhatsApp,91.63603769582652
2025-02-12,South America,Facebook,84.94996247197656
2025-02-13,Africa,Instagram,72.56149795878184
2025-03-28,Asia,Facebook,94.67171525329152
2025-08-18,Europe,Messenger,76.57814632042296
2025-03-24,Europe,Messenger,91.2045253218443
2025-07-23,Europe,Instagram,85.82193894745498
2025-05-10,North America,Facebook,90.716199094435
2025-05-18,Asia,Messenger,84.13609167171887
2025-03-24,Africa,Instagram,91.0768344543096
2025-06-24,South America,Messenger,70.98437658835259
2025-05-16,Europe,WhatsApp,71.22558817302736
2025-04-17,Asia,WhatsApp,96.8901989564653
2025-05-31,Africa,Instagram,92.49082047914672
2025-04-19,Europe,Messenger,94.85402559648706
2025-08-10,Asia,Instagram,83.69756160763943
2025-09-04,Africa,Instagram,83.78940585648633
2025-02-06,Asia,Instagram,86.0201210665322
2025-09-25,South America,WhatsApp,77.30986140279552
2025-03-15,Asia,Instagram,92.00507495465683
2025-04-25,Asia,WhatsApp,94.88363210201682
2025-03-22,North America,WhatsApp,97.21672277966188
2025-07-12,South America,Messenger,85.51101545126495
2025-08-02,Asia,Instagram,82.43729517182025
2025-01-15,South America,Messenger,94.92799733034886
2025-03-25,Asia,WhatsApp,92.57997340193124
2025-09-23,South America,Instagram,96.01819659127578
2025-06-03,Africa,WhatsApp,89.67193172357226
2025-09-10,Europe,Instagram,96.499399104186
2025-05-12,North America,Instagram,72.67124998135964
2025-07-18,Europe,Facebook,90.38684733056488
2025-03-24,Asia,Messenger,72.66385265461666
2025-05-06,Asia,Facebook,92.46722929880544
2025-08-02,Africa,Instagram,88.85331610398819
2025-08-03,Asia,Facebook,70.47976064744729
2025-08-26,South America,WhatsApp,87.97782958220334
2025-03-29,Europe,Instagram,74.38839425676022
2025-04-23,Asia,Instagram,74.27234259337209
2025-04-15,Africa,Instagram,74.51389034969853
2025-03-04,North America,Facebook,84.51470806740527
2025-08-27,Europe,Messenger,73.46560762095625
2025-01-26,Africa,Messenger,73.76967245358183
2025-05-08,Africa,Messenger,77.6850395840163
2025-01-01,Europe,Facebook,70.0257467148328
2025-04-04,Africa,WhatsApp,78.27369300872098
2025-01-12,North America,Facebook,88.55223300406098
2025-06-15,North America,Messenger,88.04711681786097
2025-03-08,Asia,Facebook,99.08600944493938
2025-06-16,South America,WhatsApp,73.58890236939332
2025-09-11,Asia,Instagram,95.96713994396737
2025-09-10,South America,Instagram,81.73569279689765
2025-09-03,Europe,Messenger,81.61108863884937
2025-02-28,Africa,Messenger,80.46432650873031
2025-05-24,Asia,WhatsApp,73.74209594328876
2025-07-28,Africa,Facebook,84.35515111296843
2025-08-14,Asia,WhatsApp,93.62133908041042
2025-04-01,Asia,WhatsApp,96.26297221443093
2025-04-21,North America,Instagram,98.88577774382088
2025-08-28,South America,Facebook,93.55877457101357
2025-03-21,Europe,Instagram,88.69275116964306
2025-07-23,Africa,Instagram,84.92601339117991
2025-08-26,Asia,WhatsApp,96.24691754804188
2025-07-03,Africa,Instagram,92.1854082057448
2025-07-31,North America,Messenger,74.83774527914542
2025-09-08,Europe,Messenger,90.47651478388619
2025-08-15,South America,Instagram,82.93115793790035
2025-06-16,South America,Instagram,87.87399032265444
2025-01-31,Asia,Facebook,96.95059251452287
2025-05-31,Europe,Messenger,89.57711646201713
2025-06-11,South America,Facebook,98.1617285552884
2025-04-06,Europe,Instagram,95.99109025792228
2025-01-24,Africa,Messenger,73.86703753490343
2025-04-28,North America,WhatsApp,70.34955741336861
2025-03-28,Europe,WhatsApp,81.53234225946645
2025-02-19,Europe,Instagram,95.95989965076127
2025-04-22,South America,Facebook,76.90377978130506
2025-05-16,Asia,WhatsApp,90.74199765698488
2025-01-03,Asia,WhatsApp,84.27986107669032
2025-06-11,Africa,Messenger,92.38233281287201
2025-03-18,South America,Facebook,74.94930636933871
2025-07-04,South America,Facebook,77.17273116950165
2025-02-27,North America,WhatsApp,77.2757340849
2025-06-12,Asia,Instagram,86.45397440524633
2025-01-21,South America,WhatsApp,78.6887337341508
2025-03-06,Africa,Facebook,94.35167118504064
2025-03-07,North America,Messenger,80.40382657312509
2025-06-24,Asia,Facebook,89.82553446371162
2025-06-14,Asia,Messenger,98.45505658290415
2025-03-23,Asia,Messenger,88.20771153042462
2025-05-26,North America,Messenger,77.26460566641528
2025-07-23,Africa,Facebook,94.91370019406432
2025-06-13,Africa,Facebook,70.37627562090502
2025-04-14,South America,Instagram,77.69611484293127
2025-05-10,South America,WhatsApp,81.62471465643353
2025-03-25,Asia,Facebook,75.87936584103609
2025-04-30,Europe,Messenger,88.12054277617032
2025-09-16,South America,Facebook,86.74001850820756
2025-04-14,Africa,Facebook,82.19489705316309
2025-02-03,Asia,WhatsApp,78.83138339963185
2025-06-23,Africa,Facebook,83.01721730086066
2025-08-20,Asia,Messenger,78.73606770138205
2025-07-04,North America,WhatsApp,76.63775524835057
2025-01-18,South America,Instagram,80.5381039692804
2025-08-19,North America,Messenger,88.0700674585237
2025-05-15,South America,Messenger,89.45172570157189
2025-02-14,Africa,Facebook,78.92041483190877
2025-04-22,Africa,Instagram,98.42194108988743
2025-03-24,Europe,WhatsApp,77.85877689752812
2025-02-08,Africa,Instagram,91.3639633053489
2025-09-11,Asia,Facebook,72.44440170694
2025-05-25,Europe,Instagram,89.94533638295141
2025-02-20,Asia,Messenger,83.79846245976655
2025-03-08,Europe,Messenger,87.07323533930186
2025-01-24,Asia,Instagram,75.52217978541596
2025-05-02,Europe,Instagram,83.00691905738893
2025-02-18,South America,Messenger,92.98833569671461
2025-05-29,South America,Instagram,93.01254498404748
2025-07-04,Europe,Messenger,77.12667883694789
2025-09-07,North America,Instagram,80.57797825339087
2025-05-25,Europe,WhatsApp,70.11440666176304
2025-08-31,North America,WhatsApp,72.69886523014527
2025-05-29,Asia,Facebook,73.80191057946264
2025-03-09,Europe,Messenger,78.809539776877
2025-08-12,North America,WhatsApp,92.770464602274
2025-07-29,Europe,Messenger,85.30750396467961
2025-07-11,South America,WhatsApp,93.77824409656748
2025-05-04,South America,Facebook,92.6471712279113
2025-02-19,Europe,Messenger,87.61414628523026
2025-07-02,Europe,WhatsApp,84.99580603588235
2025-09-04,Africa,Messenger,97.9396258464784
2025-03-29,South America,Facebook,87.07810667843245
2025-05-18,Asia,Facebook,84.48471953847128
2025-02-07,Europe,WhatsApp,96.07362428619508
2025-02-18,Africa,Instagram,72.14316144256918
2025-03-13,Europe,Facebook,89.68078958553713
2025-09-15,South America,Instagram,73.39081750479218
2025-02-13,North America,Facebook,94.59464883658313
2025-04-26,North America,WhatsApp,93.77998555148916
2025-05-29,South America,Instagram,85.1080010275974
2025-08-06,Asia,Messenger,89.83132450257979
2025-03-12,Africa,Facebook,93.17865073912495
2025-06-10,Europe,WhatsApp,84.49911610049101
2025-05-07,Europe,Messenger,97.17873741367981
2025-06-19,Europe,Instagram,83.11090027775887
2025-01-17,Africa,WhatsApp,96.76067545518085
2025-08-27,Africa,Messenger,87.48232146545232
2025-06-25,South America,WhatsApp,82.78729791818621
2025-07-29,Africa,Instagram,70.12292602937808
2025-02-26,Europe,Messenger,78.86667761669425
2025-07-08,Europe,Facebook,96.03764477024976
2025-02-13,Africa,Facebook,82.86138367191086
2025-05-02,Africa,WhatsApp,82.64405581522112
2025-02-02,South America,Facebook,84.68232043201313
2025-01-28,North America,Instagram,78.58912094567734
2025-05-31,Africa,Instagram,84.74653809272411
2025-03-04,North America,Messenger,81.2728934932023
2025-01-07,Asia,Messenger,97.2832759129754
2025-04-21,North America,Messenger,86.91900313589662
2025-05-10,Africa,WhatsApp,95.02452907427275
2025-05-12,Europe,WhatsApp,90.60622286729021
2025-01-08,Europe,Instagram,76.37808952168294
2025-01-29,Africa,Instagram,96.02996829102668
2025-01-06,South America,WhatsApp,72.61812392165571
2025-04-22,Africa,Messenger,83.45913581718668
2025-04-15,Africa,WhatsApp,77.17466276596134
2025-07-26,South America,Messenger,86.12666267896614
2025-02-09,South America,Instagram,79.0014873833439
2025-09-25,Asia,Messenger,91.68478777673872
2025-02-15,Asia,WhatsApp,98.10756103461412
2025-08-29,Asia,Facebook,91.2726993464571
2025-09-27,South America,Instagram,80.65931100327417
2025-06-04,North America,Instagram,88.00209884973862
2025-04-26,Africa,WhatsApp,96.65578275394363
2025-02-06,Asia,WhatsApp,78.10085169360717
2025-07-24,North America,Instagram,73.54614291214813
2025-09-06,Africa,WhatsApp,73.92291965832976
2025-04-20,North America,Messenger,84.84559031030044
2025-03-21,Europe,Messenger,91.96408783389529
2025-03-17,Europe,Messenger,89.7177322625922
2025-09-27,Africa,Facebook,83.61668501454045
2025-04-08,North America,WhatsApp,91.8789412054409
2025-03-17,North America,Messenger,89.01909868423051
2025-03-22,South America,Instagram,88.84692266802543
2025-03-04,Asia,Messenger,76.07129191882615
2025-09-24,Africa,Messenger,79.37750299078846
2025-02-02,North America,WhatsApp,80.33272975867631
2025-02-09,Asia,Instagram,94.24572274851685
2025-06-23,Africa,Facebook,93.25331472896083
2025-09-17,North America,Instagram,77.58018272244713
2025-08-12,Europe,Messenger,71.6545682292994
2025-08-11,North America,Facebook,93.03351427619367
2025-09-24,Europe,Facebook,82.29598536382956
2025-06-04,Europe,Facebook,76.59409506970853
2025-09-21,South America,Facebook,73.51050611713286
2025-05-29,South America,Facebook,70.38443951765503
2025-08-13,Asia,WhatsApp,82.83188904441658
2025-05-07,Africa,Messenger,80.19291443160476
2025-01-05,Asia,Facebook,90.89410452121848
2025-02-27,South America,Messenger,99.29996296562224
2025-03-13,Asia,WhatsApp,76.20347858848461
2025-06-04,Africa,WhatsApp,77.29108421121812
2025-06-17,Africa,WhatsApp,80.1190773059319
2025-01-29,North America,Instagram,83.97812904649916
2025-03-23,Asia,Instagram,90.93096086021606
2025-09-20,South America,Facebook,80.5609456551582
2025-04-16,North America,WhatsApp,73.12601628912337
2025-01-10,Asia,Instagram,91.91024911743222
2025-03-03,Africa,WhatsApp,93.83925034053559
2025-08-12,South America,Instagram,77.42945966763743
2025-05-16,Asia,WhatsApp,74.1026873122692
2025-08-12,Africa,Instagram,85.83403154397251
2025-04-24,Africa,Messenger,76.24942902614039
2025-09-17,Asia,Facebook,81.22490300045885
2025-06-06,Asia,Facebook,93.32083660386552
2025-08-17,South America,Messenger,76.58821129553766
2025-04-10,North America,Facebook,94.18777783356133
2025-09-12,Africa,WhatsApp,90.22059963448932
2025-06-28,North America,Facebook,76.59177591213702
2025-08-17,North America,Facebook,85.7921380313825
2025-01-31,Africa,Instagram,88.42212287518801
2025-04-18,Asia,Instagram,76.0082811344093
2025-04-19,Africa,Messenger,74.3484800743755
2025-01-29,North America,Instagram,85.93503803278794
2025-01-17,South America,Messenger,90.81523498406983
2025-06-19,Africa,Facebook,83.95206520214644
2025-06-24,South America,Instagram,72.10117745595761
2025-03-15,Asia,Instagram,97.75638120090395
2025-08-28,Asia,Facebook,90.84896337563532
2025-04-06,South America,Instagram,88.63588857360685
2025-01-02,South America,WhatsApp,89.30881035792032
2025-07-21,Africa,Instagram,81.95816802724208
2025-02-06,Asia,WhatsApp,99.53201497918306
2025-04-01,South America,Messenger,73.98037635155536
2025-08-21,Europe,Instagram,92.17424132449679
2025-05-27,Africa,Instagram,82.62627880801297
2025-09-10,Africa,WhatsApp,96.43288142824379
2025-07-31,Europe,Facebook,91.51783822651143
2025-03-05,Asia,Messenger,86.86756670079077
2025-01-05,South America,Messenger,98.13080903164541
2025-05-26,South America,WhatsApp,97.3733008281921
2025-03-13,Asia,Facebook,71.57001987856736
2025-04-15,Europe,Instagram,75.77764140218179
2025-02-05,Europe,Facebook,90.28139754713736
2025-05-27,Europe,Facebook,97.65518279518254
2025-09-13,Africa,WhatsApp,82.90990007605429
2025-08-16,South America,Facebook,71.14915736081224
2025-04-23,North America,Facebook,89.29891779940112
2025-01-11,Africa,WhatsApp,75.8406099172343
2025-07-13,Africa,Facebook,86.56965199950051
2025-08-12,South America,Facebook,81.54049775873659
2025-09-07,Asia,Messenger,86.74081117306093
2025-09-06,South America,WhatsApp,97.973089583902
2025-09-26,Asia,WhatsApp,84.57401771328915
2025-03-24,South America,WhatsApp,71.03586471316369
2025-01-29,Africa,Facebook,87.42753958838331
2025-03-21,Europe,Messenger,79.77236590525953
2025-04-05,Africa,Messenger,93.34404653187416
2025-09-16,Africa,Instagram,84.09785410884027
2025-05-02,North America,WhatsApp,92.24112213494926
2025-05-04,Africa,Messenger,97.26462986044942
2025-01-23,Africa,Messenger,80.86821973817354
2025-08-04,Africa,Messenger,99.68133737172411
2025-04-02,North America,WhatsApp,74.49438597819355
2025-01-24,Asia,Facebook,89.31795045679566
2025-04-17,North America,Instagram,71.04302809393735
2025-02-21,Europe,Instagram,76.39169997553408
2025-07-18,Asia,Facebook,89.01335774369726
2025-02-25,North America,WhatsApp,71.3857521868329
2025-07-13,Europe,Messenger,73.05361255865076
2025-02-14,Europe,Facebook,78.73031784745642
2025-08-27,South America,Instagram,87.26911407946753
2025-08-20,South America,WhatsApp,70.47947666173448
2025-08-27,Africa,Messenger,84.47062772733436
2025-05-16,Asia,Instagram,88.77231246235314
2025-01-13,North America,Instagram,82.07568366496989
2025-01-29,Africa,Instagram,72.02919422436723
2025-06-27,Asia,Messenger,88.32623905589264
2025-09-14,South America,Instagram,88.17506190743401
2025-04-18,North America,WhatsApp,85.18127065103509
2025-03-10,Europe,WhatsApp,90.7943642678662
2025-06-25,Europe,Messenger,76.23405199459853
2025-07-02,Africa,WhatsApp,90.35622227051672
2025-08-30,Africa,Facebook,74.84364218950758
2025-07-13,North America,WhatsApp,81.78080893104361
2025-01-22,Europe,Instagram,72.02699938835795
2025-01-11,Africa,Instagram,94.5738199624062
2025-09-16,Europe,WhatsApp,86.14700263044823
2025-06-22,South America,WhatsApp,99.13147607091065
2025-07-24,Africa,Messenger,98.26979803231244
2025-09-05,Asia,Messenger,99.95683408695555
2025-09-16,Africa,Facebook,73.0379851084672
2025-09-27,South America,WhatsApp,88.19741135609986
2025-03-22,North America,Facebook,82.22725634902481
2025-07-07,Europe,WhatsApp,85.97993762210872
2025-08-19,North America,Facebook,79.26302098009955
2025-01-28,Africa,WhatsApp,71.44206514175289
2025-01-03,Asia,WhatsApp,91.23250808820984
2025-08-25,North America,WhatsApp,98.97451221499512
2025-06-30,Asia,Facebook,85.97145478253215
2025-01-04,Africa,Instagram,79.88739851385685
2025-03-13,Asia,Messenger,98.14834746195919
2025-07-01,Asia,Messenger,80.93999588424568
2025-04-14,South America,Facebook,97.43587578221148
2025-03-28,North America,WhatsApp,95.67072564475212
2025-03-14,Africa,Instagram,85.86133017246225
2025-04-01,South America,Facebook,90.30618000005371
2025-06-22,Asia,Facebook,91.00952330846832
2025-07-06,South America,Messenger,89.23275115081773
2025-08-24,South America,Messenger,74.82249864915876
2025-06-11,Asia,Instagram,90.78328635120461
2025-03-14,Africa,WhatsApp,70.09654252335051
2025-08-13,Europe,Instagram,91.30110455137789
2025-08-18,South America,Messenger,86.64508403875602
2025-09-11,North America,WhatsApp,77.79281266428515
2025-06-11,Asia,Instagram,94.11293034231545
2025-09-07,Europe,Facebook,82.15836816629563
2025-07-18,South America,Facebook,84.57331553848397
2025-08-28,Asia,Facebook,70.83023664601404
2025-08-25,Asia,WhatsApp,82.03959057299578
2025-03-17,South America,WhatsApp,75.02088377449479
2025-02-14,North America,Messenger,78.28429935504231
2025-06-28,Asia,Instagram,77.56418496060218
2025-08-10,Asia,WhatsApp,71.38062381202282
2025-01-17,South America,WhatsApp,83.81483635742853
2025-08-07,Europe,Instagram,85.67777239389666
2025-03-25,Asia,Messenger,87.1318788604395
2025-07-10,Asia,WhatsApp,83.86659311477065
2025-05-12,South America,Instagram,96.0858068205122
2025-04-04,Asia,WhatsApp,71.13039235325928
2025-04-05,South America,WhatsApp,88.4142581737978
2025-07-03,North America,Messenger,95.98395038920849
2025-05-12,South America,Facebook,71.23120722737082
2025-03-23,Europe,WhatsApp,84.88920998272718
2025-04-22,Asia,Messenger,87.67081578645694
2025-02-20,North America,Instagram,75.72717248730034
2025-07-08,Asia,Instagram,77.57500326495698
2025-07-27,Asia,Facebook,93.56780012630057
2025-05-29,South America,Instagram,87.0219334512856
2025-09-22,Asia,Facebook,79.47336091726189
2025-04-23,North America,WhatsApp,92.94265666831811
2025-02-05,Africa,Facebook,92.40146722612738
2025-04-21,Asia,WhatsApp,80.36205355925168
2025-06-20,South America,Instagram,84.65942891347822
2025-03-19,Europe,Facebook,89.93556800612791
2025-01-28,Asia,Messenger,80.29747653646048
2025-02-14,South America,Instagram,88.87028233003531
2025-05-22,Asia,Instagram,77.53221192195319
2025-01-15,Africa,Instagram,78.76062482464776
2025-05-08,Africa,Instagram,79.32017930123331
2025-06-16,North America,Instagram,98.08164311246541
2025-06-02,Africa,Messenger,95.01016426322948
2025-03-04,South America,Messenger,86.95497926767504
2025-02-28,Africa,Messenger,86.91616628234618
2025-07-22,South America,Facebook,71.68439566165426
2025-06-06,Asia,Instagram,89.48524189811535
2025-01-03,North America,Facebook,79.84359571984746
2025-02-08,North America,Facebook,88.3689808639024
2025-04-11,Africa,Facebook,95.2070124331371
2025-06-18,Europe,Instagram,71.36494917579954
2025-01-20,Africa,Instagram,88.21190510232793
2025-05-21,Europe,Facebook,86.92601843700288
2025-07-12,Africa,Instagram,76.202996656883
