date,region,app,severity
2025-05-30,Africa,Facebook,low
2025-04-18,Asia,Instagram,low
2025-05-19,North America,Instagram,medium
2025-09-28,Asia,Messenger,low
2025-07-31,Asia,WhatsApp,medium
2025-03-07,North America,Facebook,low
2025-09-05,Asia,WhatsApp,low
2025-06-05,South America,Instagram,low
2025-02-16,South America,Facebook,high
2025-07-20,South America,Facebook,low
2025-05-28,Africa,Facebook,medium
2025-05-04,Asia,Facebook,low
2025-01-01,North America,Messenger,low
2025-09-04,North America,Facebook,low
2025-05-08,Africa,Instagram,high
2025-07-10,North America,Messenger,medium
2025-03-08,South America,Instagram,medium
2025-01-04,Asia,Instagram,low
2025-05-23,North America,WhatsApp,low
2025-07-10,North America,Facebook,low
2025-01-21,Europe,Facebook,high
2025-08-15,Europe,Instagram,low
2025-04-27,Europe,Facebook,low
2025-05-22,Asia,Messenger,low
2025-02-08,South America,WhatsApp,low
2025-09-09,South America,Facebook,low
2025-07-26,South America,Facebook,medium
2025-07-29,Asia,Messenger,low
2025-04-25,Asia,WhatsApp,medium
2025-08-13,Europe,Messenger,medium
2025-05-14,North America,Instagram,low
2025-09-08,Africa,Instagram,low
2025-08-07,Africa,Facebook,low
2025-04-01,North America,WhatsApp,high
2025-02-15,Europe,Instagram,low
2025-02-07,North America,Messenger,low
2025-05-22,North America,Instagram,low
2025-04-10,Africa,Instagram,low
2025-07-09,Europe,Messenger,low
2025-02-04,Asia,Facebook,low
2025-05-27,Africa,WhatsApp,medium
2025-01-30,Asia,Facebook,medium
2025-03-25,Europe,Messenger,low
2025-09-27,North America,Instagram,low
2025-06-03,South America,WhatsApp,medium
2025-04-12,South America,Facebook,low
2025-08-03,Europe,Messenger,medium
2025-05-30,South America,Instagram,low
2025-03-24,Asia,Instagram,medium
2025-04-20,South America,Facebook,low
2025-07-20,Europe,Messenger,low
2025-06-22,Europe,Instagram,medium
2025-07-25,Asia,Instagram,low
2025-03-04,South America,WhatsApp,low
2025-03-14,South America,Instagram,low
2025-09-08,North America,Facebook,medium
2025-05-04,Africa,Messenger,low
2025-05-01,Europe,Messenger,medium
2025-04-30,North America,WhatsApp,low
2025-06-13,Europe,Messenger,low
2025-09-22,North America,Facebook,medium
2025-06-10,Africa,Instagram,low
2025-03-30,North America,WhatsApp,low
2025-05-22,Europe,Messenger,low
2025-07-22,South America,WhatsApp,low
2025-08-15,Europe,WhatsApp,medium
2025-08-10,Asia,Messenger,low
2025-02-10,Asia,WhatsApp,low
2025-07-15,Asia,Messenger,low
2025-03-09,Asia,Facebook,low
2025-09-21,Africa,Messenger,low
2025-01-02,South America,Instagram,high
2025-05-05,South America,Messenger,medium
2025-04-20,Europe,Instagram,low
2025-03-27,North America,WhatsApp,low
2025-04-30,Europe,Messenger,high
2025-05-07,Europe,Instagram,low
2025-09-12,Europe,Messenger,low
2025-07-02,Europe,Messenger,medium
2025-01-16,South America,Messenger,low
2025-03-03,North America,Facebook,low
2025-06-07,Europe,Instagram,high
2025-09-25,South America,Facebook,medium
2025-02-04,Europe,Facebook,low
2025-09-24,Asia,Instagram,low
2025-03-05,Europe,Messenger,low
2025-02-19,Europe,Facebook,medium
2025-09-12,Africa,Facebook,low
2025-05-29,Asia,Facebook,low
2025-06-21,North America,Messenger,high
2025-07-20,Europe,Facebook,low
2025-02-04,North America,WhatsApp,low
2025-08-04,Asia,Instagram,low
2025-03-06,Europe,WhatsApp,low
2025-01-08,Africa,Messenger,low
2025-03-17,South America,Facebook,high
2025-06-23,Africa,Instagram,medium
2025-02-16,Africa,Facebook,low
2025-01-15,South America,Messenger,low
2025-05-27,South America,Instagram,low
2025-01-26,South America,WhatsApp,low
2025-04-03,Europe,Instagram,low
2025-08-20,North America,Facebook,high
2025-01-21,North America,Instagram,low
2025-02-07,South America,Messenger,low
2025-06-06,Africa,Messenger,low
2025-06-28,Asia,Instagram,low
2025-05-12,South America,Messenger,low
2025-01-28,Africa,Messenger,low
2025-09-17,Africa,Messenger,low
2025-03-17,Europe,WhatsApp,medium
2025-03-08,Europe,Facebook,low
2025-07-13,North America,Messenger,low
2025-06-11,North America,Instagram,low
2025-09-14,Asia,Messenger,medium
2025-03-13,Asia,WhatsApp,low
2025-03-28,Asia,Instagram,low
2025-09-19,Asia,Facebook,low
2025-08-02,Africa,Instagram,medium
2025-06-02,Africa,Instagram,low
2025-07-29,North America,Instagram,low
2025-03-02,Europe,Instagram,low
2025-09-25,Europe,Messenger,low
2025-09-19,South America,Facebook,low
2025-08-06,Africa,Messenger,low
2025-05-16,Asia,WhatsApp,medium
2025-04-03,Asia,WhatsApp,medium
2025-04-19,South America,Instagram,low
2025-08-29,Europe,Messenger,low
2025-05-22,Asia,Messenger,low
2025-08-25,Europe,Facebook,low
2025-06-26,South America,Facebook,medium
2025-05-21,Europe,Facebook,high
2025-07-08,Europe,Messenger,low
2025-02-18,Europe,Facebook,low
2025-07-09,Asia,Facebook,low
2025-05-16,North America,Facebook,medium
2025-02-12,Africa,Instagram,medium
2025-03-31,Europe,WhatsApp,medium
2025-09-02,Europe,WhatsApp,medium
2025-07-11,Europe,Messenger,low
2025-04-16,North America,Messenger,medium
2025-08-21,South America,Instagram,medium
2025-09-22,Asia,WhatsApp,low
2025-02-06,North America,Facebook,low
2025-02-10,Europe,Facebook,medium
2025-01-17,North America,Messenger,low
2025-02-28,North America,WhatsApp,medium
2025-07-02,North America,Messenger,medium
2025-02-10,South America,Messenger,medium
2025-02-08,Africa,Facebook,medium
2025-07-11,Asia,Facebook,low
2025-09-24,South America,WhatsApp,medium
2025-05-27,South America,Messenger,low
2025-05-07,Africa,Instagram,low
2025-02-15,South America,WhatsApp,low
2025-02-14,North America,Messenger,low
2025-01-01,North America,WhatsApp,low
2025-06-17,Europe,WhatsApp,high
2025-04-18,South America,WhatsApp,low
2025-01-19,Europe,Instagram,low
2025-03-13,Asia,Instagram,low
2025-04-19,North America,Facebook,low
2025-09-25,Asia,Facebook,medium
2025-08-28,Africa,Messenger,low
2025-03-31,North America,WhatsApp,medium
2025-04-13,Asia,Messenger,medium
2025-09-07,Africa,Facebook,low
2025-01-08,Asia,Instagram,medium
2025-06-02,Africa,Facebook,low
2025-06-23,Africa,Messenger,low
2025-06-07,North America,Facebook,medium
2025-08-03,Europe,Messenger,medium
2025-06-26,Africa,Messenger,low
2025-06-24,Africa,Messenger,low
2025-05-26,North America,Messenger,low
2025-06-10,Europe,Facebook,low
2025-05-07,South America,Messenger,high
2025-03-23,South America,Messenger,low
2025-05-27,Europe,WhatsApp,low
2025-08-27,Asia,Messenger,medium
2025-03-25,North America,Facebook,low
2025-04-23,Europe,Messenger,low
2025-08-13,South America,Instagram,high
2025-08-31,Africa,Instagram,medium
2025-05-23,South America,Messenger,medium
2025-02-10,Africa,Instagram,low
2025-09-15,North America,Instagram,medium
2025-04-15,Africa,Facebook,low
2025-07-21,Europe,WhatsApp,low
2025-09-23,Africa,Instagram,high
2025-07-29,Asia,Instagram,low
2025-02-20,Europe,WhatsApp,medium
2025-04-28,North America,WhatsApp,low
2025-07-20,Europe,Instagram,low
2025-02-08,Asia,Messenger,medium
2025-01-28,North America,Instagram,low
2025-09-16,South America,Messenger,medium
2025-03-25,Asia,Messenger,low
2025-06-04,North America,Messenger,high
2025-04-27,Africa,WhatsApp,low
2025-01-02,Europe,Instagram,low
2025-04-03,North America,Instagram,low
2025-06-15,Europe,Facebook,high
2025-09-15,Africa,WhatsApp,medium
2025-03-22,North America,Facebook,medium
2025-09-25,South America,Facebook,low
2025-08-23,Asia,Messenger,low
2025-08-01,North America,WhatsApp,low
2025-03-03,Africa,Facebook,low
2025-02-18,North America,Instagram,low
2025-05-07,Europe,Facebook,high
2025-08-11,North America,WhatsApp,medium
2025-04-17,South America,Instagram,low
2025-05-26,North America,Instagram,low
2025-04-09,Asia,Instagram,medium
2025-03-14,North America,Messenger,low
2025-05-02,Europe,Instagram,low
2025-01-30,North America,Messenger,low
2025-07-07,South America,Messenger,low
2025-07-14,Africa,Facebook,medium
2025-06-05,North America,Facebook,low
2025-06-21,North America,Instagram,low
2025-02-10,Asia,WhatsApp,low
2025-03-04,South America,Instagram,medium
2025-01-23,Africa,Facebook,low
2025-03-16,Europe,Instagram,low
2025-02-17,North America,Facebook,high
2025-06-09,Africa,Instagram,high
2025-04-28,Europe,WhatsApp,high
2025-04-10,South America,Instagram,medium
2025-06-16,South America,WhatsApp,low
2025-06-05,Africa,WhatsApp,low
2025-01-07,Europe,Instagram,low
2025-07-15,South America,WhatsApp,low
2025-02-25,Africa,WhatsApp,high
2025-07-12,South America,Facebook,medium
2025-02-16,South America,Facebook,medium
2025-05-28,South America,WhatsApp,low
2025-06-06,Asia,Messenger,high
2025-07-21,Europe,Instagram,medium
2025-05-06,Africa,WhatsApp,low
2025-03-05,Africa,Instagram,medium
2025-06-25,Europe,Facebook,low
2025-04-26,Europe,Instagram,low
2025-07-23,Europe,WhatsApp,medium
2025-01-31,Europe,WhatsApp,medium
2025-04-23,North America,WhatsApp,low
2025-03-08,Africa,WhatsApp,low
2025-03-16,North America,Messenger,high
2025-02-14,South America,Messenger,medium
2025-09-17,South America,Messenger,medium
2025-06-03,Africa,WhatsApp,low
2025-06-04,South America,Messenger,low
2025-08-22,Europe,Instagram,low
2025-02-20,North America,WhatsApp,low
2025-09-19,Europe,Facebook,low
2025-05-05,South America,WhatsApp,low
2025-09-02,North America,Instagram,low
2025-01-30,Europe,Messenger,low
2025-05-02,Africa,WhatsApp,medium
2025-05-05,Europe,Messenger,low
2025-02-06,South America,WhatsApp,low
2025-06-19,North America,Instagram,low
2025-05-04,Africa,WhatsApp,low
2025-02-04,North America,Messenger,low
2025-03-28,Africa,Messenger,high
2025-05-14,North America,Instagram,medium
2025-07-15,South America,WhatsApp,low
2025-07-20,Africa,Facebook,low
2025-03-18,Asia,WhatsApp,low
2025-02-28,North America,Instagram,medium
2025-05-06,North America,Facebook,low
2025-04-19,Europe,Instagram,low
2025-08-12,Africa,WhatsApp,medium
2025-03-09,Asia,Facebook,medium
2025-03-10,South America,Instagram,medium
2025-06-14,Europe,Messenger,medium
2025-06-11,Asia,Facebook,high
2025-02-11,Africa,Facebook,low
2025-04-19,Asia,Instagram,low
2025-02-20,North America,Messenger,medium
2025-09-07,North America,Facebook,medium
2025-01-21,Europe,Instagram,high
2025-05-19,Africa,Facebook,low
2025-04-02,Africa,Facebook,low
2025-05-05,Asia,Facebook,low
2025-04-21,Europe,Messenger,low
2025-05-19,Africa,WhatsApp,low
2025-04-09,North America,WhatsApp,medium
2025-09-09,Asia,Messenger,low
2025-04-14,South America,Messenger,medium
2025-08-02,North America,Instagram,medium
2025-09-06,Europe,Facebook,low
2025-06-01,Africa,Messenger,low
2025-09-07,North America,Instagram,medium
2025-06-14,South America,WhatsApp,medium
2025-01-08,South America,WhatsApp,medium
2025-01-05,Europe,WhatsApp,medium
2025-05-25,North America,WhatsApp,high
2025-04-11,Asia,Instagram,low
2025-06-13,North America,Facebook,high
2025-05-27,South America,Instagram,medium
2025-03-05,Europe,Facebook,medium
2025-04-01,Europe,WhatsApp,low
2025-04-27,Asia,Messenger,high
2025-09-24,Europe,Messenger,low
2025-06-22,Europe,Messenger,medium
2025-02-16,Europe,Facebook,low
2025-05-20,Europe,WhatsApp,low
2025-09-03,Europe,Instagram,low
2025-05-29,South America,Messenger,low
2025-09-03,North America,Facebook,low
2025-01-05,Africa,Messenger,medium
2025-07-03,Europe,Instagram,low
2025-01-20,Africa,WhatsApp,low
2025-02-15,Africa,Instagram,low
2025-01-12,South America,WhatsApp,low
2025-03-11,Europe,WhatsApp,low
2025-01-17,Africa,WhatsApp,low
2025-05-27,Europe,Messenger,low
2025-06-03,Asia,Instagram,medium
2025-04-18,Asia,Messenger,low
2025-08-24,Asia,Instagram,low
2025-03-11,Africa,Facebook,low
2025-07-02,Asia,Facebook,high
2025-09-07,South America,Instagram,low
2025-08-16,South America,Instagram,low
2025-04-12,Africa,Instagram,low
2025-03-16,Europe,Instagram,low
2025-08-04,North America,WhatsApp,low
2025-07-22,Europe,Messenger,low
2025-07-11,Europe,WhatsApp,low
2025-09-06,Europe,Messenger,low
2025-08-30,Europe,Messenger,low
2025-06-28,North America,Messenger,medium
2025-08-07,Asia,WhatsApp,high
2025-03-23,Europe,Instagram,low
2025-04-02,South America,WhatsApp,medium
2025-06-24,Africa,WhatsApp,high
2025-08-27,Africa,Messenger,medium
2025-09-17,South America,Facebook,low
2025-06-12,Europe,Facebook,medium
2025-02-17,North America,WhatsApp,low
2025-04-26,Asia,Messenger,low
2025-08-13,Africa,WhatsApp,low
2025-05-27,Asia,WhatsApp,low
2025-03-04,North America,Instagram,low
2025-01-13,Africa,Messenger,low
2025-07-08,Asia,Facebook,medium
2025-07-27,North America,Facebook,low
2025-04-24,Asia,Facebook,low
2025-01-22,Europe,WhatsApp,low
2025-08-02,North America,Messenger,low
2025-06-20,Asia,Instagram,low
2025-02-23,Europe,Facebook,high
2025-05-06,Europe,Messenger,low
2025-07-23,North America,Facebook,low
2025-07-13,South America,Instagram,medium
2025-06-18,Africa,Messenger,low
2025-06-01,North America,WhatsApp,medium
2025-02-04,Europe,WhatsApp,low
2025-07-03,Europe,Facebook,low
2025-02-26,North America,Facebook,low
2025-08-10,South America,Messenger,low
2025-06-12,Africa,Instagram,low
2025-01-19,Asia,Facebook,medium
2025-09-21,North America,Messenger,medium
2025-04-23,Africa,Instagram,medium
2025-01-30,Africa,Facebook,medium
2025-05-15,Europe,Facebook,low
2025-03-08,Asia,Messenger,medium
2025-03-06,North America,Facebook,low
2025-01-25,Europe,WhatsApp,medium
2025-02-06,Europe,Instagram,low
2025-01-01,South America,Instagram,medium
2025-02-06,Africa,WhatsApp,medium
2025-05-21,North America,Messenger,low
2025-08-20,North America,WhatsApp,low
2025-05-16,North America,WhatsApp,low
2025-07-07,Europe,Instagram,low
2025-05-08,South America,Messenger,medium
2025-07-20,Asia,Facebook,high
2025-05-07,Europe,WhatsApp,low
2025-09-14,Asia,WhatsApp,low
2025-06-13,South America,Messenger,medium
2025-02-04,Africa,WhatsApp,low
2025-07-13,North America,Messenger,low
2025-07-10,Asia,Facebook,high
2025-04-14,Europe,Messenger,medium
2025-01-23,Asia,Facebook,low
2025-09-22,Africa,Messenger,low
2025-09-17,North America,WhatsApp,medium
2025-03-16,Asia,Facebook,medium
2025-03-13,Africa,WhatsApp,medium
2025-09-16,Europe,Facebook,low
2025-07-07,South America,Messenger,high
2025-06-22,Europe,Messenger,low
2025-02-14,North America,Messenger,medium
2025-03-02,Europe,Instagram,low
2025-03-24,Europe,Instagram,low
2025-05-03,Europe,Facebook,high
2025-01-16,Europe,Instagram,low
2025-03-07,North America,Messenger,low
2025-05-25,Africa,Instagram,medium
2025-06-11,Asia,Instagram,medium
2025-08-22,South America,WhatsApp,medium
2025-05-24,Asia,Facebook,low
2025-07-07,Asia,Facebook,low
2025-01-13,South America,Facebook,high
2025-07-03,North America,Instagram,low
2025-04-21,South America,Messenger,medium
2025-08-03,North America,WhatsApp,low
2025-04-30,Asia,Facebook,medium
2025-02-24,North America,Instagram,low
2025-01-27,Africa,Messenger,low
2025-04-28,South America,WhatsApp,medium
2025-08-09,Africa,WhatsApp,low
2025-08-19,Asia,Facebook,medium
2025-02-22,South America,Facebook,medium
2025-08-21,Asia,Messenger,medium
2025-06-07,Africa,Instagram,high
2025-09-26,Asia,Messenger,low
2025-01-21,South America,Facebook,low
2025-02-22,South America,Messenger,low
2025-08-02,Asia,Instagram,low
2025-01-31,South America,WhatsApp,low
2025-07-02,South America,WhatsApp,low
2025-01-23,Asia,WhatsApp,low
2025-02-01,Africa,WhatsApp,low
2025-03-15,South America,Facebook,low
2025-01-10,South America,Facebook,medium
2025-02-23,South America,Instagram,low
2025-02-21,South America,Instagram,low
2025-05-28,Asia,Instagram,medium
2025-06-09,Africa,Instagram,low
2025-01-14,Africa,Messenger,high
2025-06-27,North America,Instagram,medium
2025-02-22,South America,WhatsApp,low
2025-01-22,South America,WhatsApp,medium
2025-01-30,North America,WhatsApp,medium
2025-07-10,Africa,Messenger,low
2025-09-17,Europe,Instagram,medium
2025-07-24,Europe,WhatsApp,low
2025-02-28,Africa,WhatsApp,low
2025-09-21,South America,WhatsApp,low
2025-01-12,Europe,WhatsApp,low
2025-04-29,Asia,Facebook,low
2025-09-05,Asia,Instagram,high
2025-05-07,North America,Instagram,low
2025-03-16,Africa,Messenger,low
2025-07-23,Africa,Facebook,low
2025-02-18,Europe,Messenger,medium
2025-03-20,South America,WhatsApp,high
2025-08-29,Africa,Messenger,medium
2025-06-03,Europe,WhatsApp,high
2025-04-06,Europe,WhatsApp,medium
2025-08-02,Africa,Instagram,high
2025-07-28,Europe,Instagram,medium
2025-03-29,North America,Instagram,low
2025-09-21,North America,Instagram,low
2025-06-06,Africa,Instagram,medium
2025-06-05,South America,Facebook,low
2025-05-19,North America,Instagram,low
2025-05-01,North America,Messenger,low
2025-03-06,Africa,WhatsApp,high
2025-04-17,Asia,Instagram,low
2025-05-27,Europe,Facebook,medium
2025-05-17,North America,Messenger,medium
2025-06-11,Asia,Messenger,high
2025-04-10,South America,WhatsApp,high
2025-05-21,Asia,Messenger,medium
2025-03-24,Africa,Messenger,low
2025-06-26,South America,Messenger,low
2025-07-17,South America,Messenger,low
2025-04-22,Asia,Facebook,medium
2025-02-25,Africa,WhatsApp,medium
2025-06-28,North America,Instagram,medium
2025-07-05,Asia,Messenger,low
2025-08-06,North America,Facebook,low
2025-08-05,Asia,WhatsApp,low
2025-04-30,North America,Instagram,low
2025-06-24,Asia,WhatsApp,low
2025-01-23,South America,Facebook,low
2025-08-01,Europe,Facebook,medium
2025-08-23,South America,Facebook,low
2025-01-13,North America,Messenger,low
2025-04-11,Africa,Facebook,high
2025-01-24,South America,Instagram,low
2025-01-11,Europe,Messenger,low
2025-04-04,North America,WhatsApp,low
2025-07-20,South America,Instagram,low
2025-01-21,Asia,Messenger,low
2025-07-30,Africa,Facebook,low
2025-05-20,North America,WhatsApp,low
2025-04-11,South America,Facebook,low
2025-01-28,North America,Instagram,low
2025-02-10,Asia,Instagram,medium
2025-05-26,Europe,Messenger,low
2025-09-13,South America,Instagram,high
2025-08-15,North America,WhatsApp,low
2025-08-24,North America,Messenger,low
2025-01-13,North America,WhatsApp,medium
2025-07-29,Europe,Facebook,low
2025-08-17,North America,WhatsApp,low
2025-04-10,Africa,WhatsApp,medium
2025-01-31,Africa,Instagram,low
2025-01-16,North America,Facebook,medium
2025-05-17,Africa,Instagram,high
2025-06-15,South America,Facebook,low
2025-04-10,Africa,Facebook,low
2025-04-19,North America,WhatsApp,low
2025-06-22,Asia,Instagram,high
2025-08-25,South America,WhatsApp,medium
2025-06-11,Europe,WhatsApp,high
2025-08-04,North America,WhatsApp,low
2025-09-21,Europe,Facebook,medium
2025-09-20,Asia,Instagram,low
2025-01-03,Europe,Instagram,low
2025-01-28,North America,WhatsApp,high
2025-05-29,North America,Facebook,low
2025-01-28,Asia,Instagram,high
2025-03-06,North America,Messenger,low
2025-01-21,Asia,Instagram,medium
2025-09-09,Asia,WhatsApp,low
2025-08-23,North America,Messenger,low
2025-08-15,Africa,Facebook,low
2025-01-13,Asia,Messenger,low
2025-02-18,North America,Messenger,low
2025-04-28,Africa,WhatsApp,medium
2025-02-23,Asia,Instagram,low
2025-05-18,Africa,Facebook,low
2025-02-22,South America,Messenger,low
2025-02-13,South America,WhatsApp,low
2025-02-22,Africa,Instagram,medium
2025-03-15,Asia,Messenger,medium
2025-02-15,North America,WhatsApp,low
2025-01-13,Europe,WhatsApp,low
2025-06-14,North America,WhatsApp,medium
2025-04-12,Europe,Facebook,low
2025-09-15,Europe,Instagram,low
2025-05-18,Asia,Messenger,low
2025-06-12,Africa,Instagram,low
2025-04-21,North America,Instagram,low
2025-04-12,Africa,Messenger,low
2025-01-17,South America,Instagram,medium
2025-09-25,Asia,Facebook,low
2025-07-01,Asia,Messenger,low
2025-01-24,South America,Messenger,low
2025-01-29,North America,WhatsApp,low
2025-06-20,South America,Instagram,low
2025-08-16,North America,Messenger,high
2025-07-07,Europe,Messenger,low
2025-08-18,Asia,Facebook,medium
2025-04-29,North America,WhatsApp,low
2025-06-05,Africa,Messenger,medium
2025-06-24,Africa,Facebook,low
2025-04-14,Asia,Messenger,low
2025-04-02,South America,Messenger,medium
2025-07-05,South America,Messenger,low
2025-06-30,North America,Facebook,medium
2025-06-19,South America,Instagram,low
2025-07-06,Asia,Messenger,high
2025-06-24,North America,Messenger,medium
2025-08-10,Europe,Instagram,high
2025-08-21,South America,Messenger,low
2025-06-11,South America,WhatsApp,low
2025-05-14,North America,Messenger,medium
2025-08-12,Africa,WhatsApp,medium
2025-06-02,South America,Instagram,high
2025-02-02,Asia,Facebook,low
2025-02-24,South America,Instagram,medium
2025-01-07,Europe,Messenger,low
2025-09-01,South America,WhatsApp,low
2025-05-06,Africa,Facebook,low
2025-01-12,South America,Messenger,low
2025-01-16,North America,Facebook,high
2025-07-27,South America,Facebook,low
2025-02-12,Africa,Messenger,medium
2025-05-15,North America,Instagram,low
2025-08-16,Asia,Messenger,low
2025-04-21,North America,Messenger,low
2025-06-09,Europe,Instagram,low
2025-09-21,North America,WhatsApp,low
2025-08-13,Asia,Messenger,medium
2025-08-05,South America,Facebook,high
2025-02-14,North America,Messenger,low
2025-08-02,North America,Messenger,low
2025-02-28,North America,Facebook,low
2025-05-12,North America,Instagram,medium
2025-04-14,Asia,WhatsApp,low
2025-07-14,Africa,WhatsApp,low
2025-06-06,Africa,Facebook,low
2025-04-08,North America,Instagram,high
2025-08-14,Asia,Messenger,low
2025-07-24,Asia,Messenger,low
2025-03-20,North America,Messenger,high
2025-05-04,Europe,Messenger,medium
2025-08-06,North America,Messenger,medium
2025-01-04,Europe,Facebook,low
2025-03-31,North America,Messenger,high
2025-04-14,Europe,Messenger,medium
2025-04-29,Europe,Instagram,medium
2025-05-13,North America,Messenger,medium
2025-04-06,Europe,WhatsApp,medium
2025-05-23,South America,Facebook,low
2025-01-28,Africa,Facebook,low
2025-08-21,Asia,Facebook,medium
2025-01-17,Europe,WhatsApp,low
2025-02-28,Europe,Messenger,low
2025-03-31,Asia,Facebook,low
2025-07-18,Europe,WhatsApp,medium
2025-01-26,Asia,Instagram,low
2025-01-25,North America,Messenger,medium
2025-09-24,South America,WhatsApp,medium
2025-06-30,South America,Messenger,low
2025-03-09,Africa,Instagram,low
2025-02-18,Europe,WhatsApp,low
2025-06-24,Africa,Messenger,low
2025-02-21,North America,WhatsApp,low
2025-04-12,South America,Facebook,low
2025-08-04,North America,Messenger,high
2025-07-07,North America,WhatsApp,low
2025-02-26,Europe,Facebook,medium
2025-02-16,North America,Instagram,low
2025-06-08,South America,Messenger,medium
2025-06-23,Africa,Messenger,low
2025-08-30,South America,Instagram,medium
2025-08-29,Europe,Facebook,medium
2025-01-05,South America,Instagram,medium
2025-03-25,Asia,Messenger,low
2025-09-05,Africa,WhatsApp,medium
2025-02-23,Asia,Facebook,low
2025-06-10,Asia,Facebook,low
2025-08-14,Europe,Facebook,low
2025-01-15,North America,Instagram,low
2025-08-12,Asia,Instagram,low
2025-03-02,South America,WhatsApp,medium
2025-05-02,North America,WhatsApp,low
2025-02-15,South America,Facebook,low
2025-03-03,South America,WhatsApp,low
2025-03-27,North America,Instagram,medium
2025-07-29,North America,WhatsApp,low
2025-03-19,South America,Instagram,low
2025-07-21,Europe,WhatsApp,medium
2025-08-11,Africa,Messenger,low
2025-08-10,Africa,Instagram,low
2025-01-03,Europe,Messenger,low
2025-01-06,North America,Instagram,medium
2025-04-03,South America,WhatsApp,medium
2025-01-08,Africa,Messenger,low
2025-08-23,South America,WhatsApp,low
2025-04-18,Europe,Instagram,low
2025-06-10,South America,Messenger,medium
2025-07-28,Europe,Facebook,medium
2025-08-28,North America,WhatsApp,low
2025-02-19,Europe,Instagram,low
2025-01-11,Europe,Messenger,medium
2025-06-05,Africa,WhatsApp,medium
2025-03-11,South America,Messenger,medium
2025-06-18,Africa,WhatsApp,medium
2025-03-09,Asia,WhatsApp,medium
2025-09-09,Europe,WhatsApp,low
2025-02-17,Asia,Messenger,low
2025-07-03,Africa,Messenger,low
2025-07-06,South America,WhatsApp,medium
2025-03-31,Africa,Facebook,low
2025-05-19,South America,Facebook,low
2025-03-30,South America,Facebook,low
2025-01-19,North America,Instagram,low
2025-06-03,Europe,Facebook,medium
2025-09-17,Africa,Messenger,low
2025-04-18,South America,Facebook,low
2025-02-28,Africa,Messenger,medium
2025-05-05,Africa,Instagram,low
2025-04-17,South America,Messenger,medium
2025-09-02,Asia,Messenger,medium
2025-09-04,Europe,Messenger,high
2025-01-08,Europe,Facebook,medium
2025-05-21,North America,WhatsApp,low
2025-01-08,North America,Messenger,low
2025-04-04,North America,Facebook,low
2025-02-08,Europe,Facebook,low
2025-03-22,Asia,Facebook,low
2025-07-06,Europe,WhatsApp,low
2025-03-25,Europe,WhatsApp,medium
2025-03-29,Europe,WhatsApp,low
2025-08-30,Europe,WhatsApp,low
2025-04-03,Asia,Instagram,low
2025-03-27,North America,WhatsApp,low
2025-02-13,Africa,WhatsApp,high
2025-05-17,North America,WhatsApp,low
2025-03-15,North America,Messenger,medium
2025-02-05,Africa,Messenger,low
2025-04-11,Europe,WhatsApp,low
2025-06-05,Asia,Instagram,low
2025-09-12,Asia,Messenger,medium
2025-06-20,North America,Facebook,low
2025-08-04,Africa,Messenger,low
2025-06-19,South America,Facebook,low
2025-09-09,Europe,Messenger,medium
2025-02-24,North America,WhatsApp,medium
2025-04-01,Asia,Messenger,low
2025-04-11,Africa,WhatsApp,low
2025-06-04,Africa,WhatsApp,medium
2025-05-21,North America,Messenger,medium
2025-06-22,South America,Facebook,medium
2025-01-10,Asia,Facebook,medium
2025-08-16,North America,Messenger,medium
2025-09-22,South America,WhatsApp,low
2025-09-05,Africa,Facebook,medium
2025-09-04,Europe,Instagram,high
2025-06-04,Asia,WhatsApp,low
2025-02-03,Asia,Messenger,low
2025-05-09,South America,WhatsApp,high
2025-06-09,North America,Instagram,low
2025-03-30,Africa,Instagram,medium
2025-04-03,South America,Facebook,low
2025-08-29,Europe,Instagram,low
2025-04-27,Europe,WhatsApp,low
2025-04-04,Europe,Facebook,low
2025-06-12,South America,Instagram,low
2025-04-09,Africa,Facebook,low
2025-04-23,Asia,Facebook,medium
2025-04-01,North America,Messenger,high
2025-07-25,Asia,Facebook,low
2025-01-17,Africa,Facebook,low
2025-06-22,Asia,Instagram,low
2025-04-26,South America,WhatsApp,low
2025-06-30,Europe,WhatsApp,low
2025-04-01,Africa,Instagram,low
2025-03-23,Africa,WhatsApp,low
2025-04-24,Asia,Facebook,low
2025-09-14,South America,Messenger,low
2025-02-27,Asia,Facebook,medium
2025-06-03,Asia,Facebook,low
2025-04-26,Africa,Messenger,medium
2025-09-23,Asia,Instagram,high
2025-07-22,Europe,Facebook,high
2025-02-10,Asia,Facebook,high
2025-04-15,Europe,Instagram,low
2025-07-12,Africa,Facebook,low
2025-08-25,South America,Facebook,low
2025-08-09,Europe,WhatsApp,medium
2025-03-09,South America,Instagram,medium
2025-07-16,South America,Facebook,medium
2025-09-13,Europe,Facebook,low
2025-05-19,Africa,Messenger,medium
2025-05-29,North America,Messenger,low
2025-04-09,South America,Messenger,low
2025-03-17,South America,Facebook,medium
2025-04-19,Africa,Facebook,low
2025-07-07,Africa,Messenger,high
2025-07-18,Asia,WhatsApp,low
2025-06-03,Africa,WhatsApp,medium
2025-02-09,South America,WhatsApp,low
2025-05-13,Europe,WhatsApp,medium
2025-05-12,North America,Instagram,medium
2025-03-25,Asia,Messenger,high
2025-08-30,Europe,Facebook,low
2025-04-26,North America,Messenger,high
2025-04-19,North America,WhatsApp,low
